-0.43116,0.27435
-0.42849,0.25678
-0.42225,0.22174
-0.41861,0.20413
-0.41468,0.18631
-0.40885,0.16903
-0.40196,0.15195
-0.39484,0.13463
-0.38616,0.11785
-0.36576,0.085183
-0.3281,0.038228
-0.31432,0.022185
-0.268,-0.028941
-0.25028,-0.047041
-0.23122,-0.066278
-0.21026,-0.084836
-0.1872,-0.10218
-0.16221,-0.11428
-0.13595,-0.12343
-0.10848,-0.13156
-0.079896,-0.13845
-0.052541,-0.13344
-0.027079,-0.12094
-0.0044626,-0.10157
0.016139,-0.081071
0.041584,-0.021573
0.050106,0.0075836
0.055077,0.037364
0.10155,0.3996
0.10401,0.41953
0.10863,0.46413
0.11126,0.48981
0.11235,0.51704
0.11136,0.54543
0.098514,0.56464
0.08376,0.58257
0.030563,0.62844
0.0058816,0.63127
-0.042441,0.63103
-0.06531,0.62985
-0.087717,0.6265
-0.10976,0.61852
-0.13061,0.60824
-0.15,0.59823
-0.21698,0.56089
-0.23188,0.55199
-0.24633,0.54329
-0.26004,0.53384
-0.2997,0.50604
-0.31276,0.49675
-0.34907,0.46469
-0.36115,0.45341
-0.37222,0.44103
-0.38108,0.42704
-0.39889,0.39854
-0.41709,0.36858
-0.42348,0.35217
-0.42647,0.33493
-0.42868,0.31753
-0.43049,0.29219
-0.43116,0.27435
